FID,Loc_name,Status,Score,Match_type,Match_addr,Addr_type,AddNum,AddNumFrom,AddNumTo,Side,StPreDir,StPreType,StName,StType,StDir,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,EntityID,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,ORIG_ADDRE,AddressLin,Latitude,Longitude,AdminDistr,PostalCode,ADV_RES_RE,EKIP_VOUCH,
278,USA.StreetAddress,M,100,A,"4 Straits Tpke, Middlebury, Connecticut, 06762",StreetAddress,4,2,100,R, , ,Straits,Tpke, ,4 Straits Tpke,Middlebury,Connecticut,6762,USA,-73.069821,41.514294,-73.069821,41.514294,"4 Straits Turnpike, Middlebury, Connecticut 6762",280, Army Corps,Hop Brook,Outdoor classroom, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.nae.usace.army.mil/Missions/Recreation/HopBrookLake.aspx, ,"4 Straits Turnpike, Middlebury","4 Straits Turnpike, Middlebury, Connecticut 6762",41.514294,-73.069821,Connecticut,6762, ,,
279,USA.StreetAddress,M,100,A,"2170 SW Canal St, Stuart, Florida, 34997",StreetAddress,2170,2198,2100,R,SW, ,Canal,St, ,2170 SW Canal St,Stuart,Florida,34997,USA,-80.283713,27.111611,-80.283713,27.111611,"2170 SW Canal Street, Stuart, Florida 34997",281, Army Corps,Lake Okeechobee WW,Visitor Center/outdoors, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.saj.usace.army.mil/Missions/CivilWorks/Recreation.aspx,772-219-4575,"2170 SW Canal Street, Stuart","2170 SW Canal Street, Stuart, Florida 34997",27.111611,-80.283713,Florida,34997, ,,
280,USA.StreetAddress,M,100,A,"1138 GA 20-SPUR, Cartersville, Georgia, 30121",StreetAddress,1138,1198,1100,L, ,GA,20-SPUR, , ,1138 GA 20-SPUR,Cartersville,Georgia,30121,USA,-84.73806,34.180246,-84.73806,34.180246,"1138 GA Highway 20 Spur, Cartersville, Georgia 30121",282, Army Corps,Allatoona Lake,Visitor Center/outdoors, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.sam.usace.army.mil/Missions/CivilWorks/Recreation/AllatoonaLake.aspx,Linda Hartsfield,"1138 GA Highway 20 Spur, Cartersville","1138 GA Highway 20 Spur, Cartersville, Georgia 30121",34.180246,-84.73806,Georgia,30121, ,,
281,USA.StreetAddress,M,90.1,A,"2131 Kalia Rd, Honolulu, Hawaii, 96815",StreetAddress,2131,2131,2125,L, , ,Kalia,Rd, ,2131 Kalia Rd,Honolulu,Hawaii,96815,USA,-157.833551,21.281078,-157.833551,21.281078,"2131 Kalia Rd, Honolulu, Hawaii 96830",283, Army Corps,"Barbers Point DD Hbr, RVC, HI",Visitor center, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.poh.usace.army.mil/Locations/PacificRegionalVisitorCenter.aspx, ,"2131 Kalia Rd, Honolulu","2131 Kalia Rd, Honolulu, Hawaii 96830",21.281078,-157.833551,Hawaii,96830, ,,
282,USA.StreetAddress,M,100,A,"2376 E Highway 2, Oldtown, Idaho, 83822",StreetAddress,2376,2498,2142,L,E,Highway,2, , ,2376 E Highway 2,Oldtown,Idaho,83822,USA,-116.996589,48.181936,-116.996589,48.181936,"2376 E Hwy 2, Oldtown, Idaho 83822",284, Army Corps,Albeni Falls Dam,"VC, Outdoor Assembly Areas, HMU's", ,"Visitor Center, Campgrounds, Outdoor Education Programs, Water Safety, Tours of the dam",Y,Year Around,http://www.nws.usace.army.mil/Missions/CivilWorks/LocksandDams/AlbeniFallsDam/ProjectRecreation.aspx,Taylor Johnson/208-437-7224/taylor.m.johnson@usace.army.mil,"2376 E Hwy 2, Oldtown","2376 E Hwy 2, Oldtown, Idaho 83822",48.181936,-116.996589,Idaho,83822, ,,
283,USA.StreetAddress,M,96.52,A,"301 Riverlands Way, West Alton, Missouri, 63386",StreetAddress,301,303,141,R, , ,Riverlands,Way, ,301 Riverlands Way,West Alton,Missouri,63386,USA,-90.180691,38.867761,-90.180691,38.867761,"301 Riverlands Way, West Alton, Illinois 63386",285, Army Corps,Mississippi River between Missouri River and Minneapolis (MVS Portion),National Great Rivers Museum, ,Mississippi River Conservation,Y,Year Around,http://www.mvs.usace.army.mil/Missions/Recreation/RiversProjectOffice.aspx,Kimberly Rea/636-899-0050/Kimerly.G.Rea@usace.army.mil,"301 Riverlands Way, West Alton","301 Riverlands Way, West Alton, Illinois 63386",38.867761,-90.180691,Illinois,63386, ,,
284,USA.StreetName,T,100,A,"IL 16, Shelbyville, Illinois, 62565",StreetName, , , , , ,IL,16, , ,IL 16,Shelbyville,Illinois,62565,USA,-88.792942,39.406691,-88.792942,39.406691,"1989 State Highway 16, Shelbyville, Illinois 62565",286, Army Corps,Lake Shelbyville,Visitor Center/Outdoor Classroom, ,Outdoor Education,Y,April,http://www.mvs.usace.army.mil/Missions/Recreation/LakeShelbyville.aspx,"Phil Manhart/217-774-3951, ext 7010/Phil.J.Manhart@usace.army.mil","1989 State Highway 16, Shelbyville","1989 State Highway 16, Shelbyville, Illinois 62565",39.406691,-88.792942,Illinois,62565, ,,
285,USA.StreetAddress,M,100,A,"801 Lake Rd, Carlyle, Illinois, 62231",StreetAddress,801,801,1007,L, , ,Lake,Rd, ,801 Lake Rd,Carlyle,Illinois,62231,USA,-89.363276,38.614272,-89.363276,38.614272,"801 Lake Road, Carlyle, Illinois 62231",287, Army Corps,Carlyle Lake,Visitor Center/Outdoor Classroom, ,Outdoor Education,Y,April,http://www.mvs.usace.army.mil/Missions/Recreation/CarlyleLake.aspx,Doug Wasmuth/618-594-2484/Douglas.E.Wasmuth@usace.army.mil,"801 Lake Road, Carlyle","801 Lake Road, Carlyle, Illinois 62231",38.614272,-89.363276,Illinois,62231, ,,
286,USA.PointAddress,M,100,A,"11981 Rend City Rd, Benton, Illinois, 62812",PointAddress,11981, , ,L, , ,Rend City,Rd, ,11981 Rend City Rd,Benton,Illinois,62812,USA,-88.985806,38.034677,-88.987201,38.03458,"11981 Rend City Rd, Benton, Illinois 62812",288, Army Corps,Rend Lake,Visitor Center/Outdoor Classroom, ,Outdoor Education,Y,April,http://www.mvs.usace.army.mil/Missions/Recreation/RendLake.aspx,Dawn Kovarik/618-724-2493/Dawn.M.Kovarik@usace.army.mil,"11981 Rend City Rd, Benton","11981 Rend City Rd, Benton, Illinois 62812",38.034677,-88.985806,Illinois,62812, ,,
287,USA.Postal,M,100,A,"47868, Poland, Indiana",Postal, , , , , , , , , , ,Poland,Indiana,47868,USA,-86.888598,39.413416,-86.888598,39.413416,"11979 S. County Road 375W, Poland, Indiana 47868-3909",289, Army Corps,Cagles Mill Lake,Outdoor classroom, ,Water Safety and Outdoor Ed,Y Limited,Summer,http://www.lrl.usace.army.mil/Missions/CivilWorks/Recreation/Lakes/CaglesMillLake.aspx,"Clark Baker, Park Manager/765-795-4439/clark.baker@usace.army.mil","11979 S. County Road 375W, Poland","11979 S. County Road 375W, Poland, Indiana 47868-3909",39.413416,-86.888598,Indiana,0, ,,
288,USA.StreetAddress,M,100,A,"5600 NW 78th Ave, Johnston, Iowa, 50131",StreetAddress,5600,5300,6098,L,NW, ,78th,Ave, ,5600 NW 78th Ave,Johnston,Iowa,50131,USA,-93.69653,41.700572,-93.69653,41.700572,"5600 NW 78th Avenue, Johnston, Iowa 50131",290, Army Corps,Saylorville Lake,Visitor Center, ,Earth Day,Y,April,http://www.mvr.usace.army.mil/Missions/Recreation/SaylorvilleLake.aspx,"Jeff Rose/515-276-4656, ext 6504/Jeffrey.W.Rose@usace.army.mil","5600 NW 78th Avenue, Johnston","5600 NW 78th Avenue, Johnston, Iowa 50131",41.700572,-93.69653,Iowa,50131, ,,
289,USA.StreetAddress,M,92.43,A,"1105 Highway T15, Knoxville, Iowa, 50138",StreetAddress,1105,1117,1105,L, ,Highway,T15, , ,1105 Highway T15,Knoxville,Iowa,50138,USA,-92.988021,41.363239,-92.988021,41.363239,"1105 North Highway T15, Knoxville, Iowa 50138",291, Army Corps,Lake Red Rock,Outdoor classroom, ,Outdoor Education,"Y, Rangers",May,http://www.mvr.usace.army.mil/Missions/Recreation/LakeRedRock.aspx,"Brett Call/641-828-7522, ext 6401/Brett.E.Call@usace.army.mil","1105 North Highway T15, Knoxville","1105 North Highway T15, Knoxville, Iowa 50138",41.363239,-92.988021,Iowa,50138, ,,
290,USA.StreetAddress,M,100,A,"2850 Prairie du Chien Rd NE, Iowa City, Iowa, 52240",StreetAddress,2850,2858,2800,R, , ,Prairie du Chien,Rd,NE,2850 Prairie du Chien Rd NE,Iowa City,Iowa,52240,USA,-91.523987,41.724391,-91.523987,41.724391,"2850 Prairie Du Chien Rd NE, Iowa City, Iowa 52240-7820",292, Army Corps,Coraville Lake,Outdoor classroom, ,Outdoor Education,"Y, Rangers",June-July,http://www.mvr.usace.army.mil/Missions/Recreation/CoralvilleLake.aspx,"Howard ""Dee"" Goldman/319-338-3543, ext 6304/Howard.D.Goldman@usace.army.mil","2850 Prairie Du Chien Rd NE, Iowa City","2850 Prairie Du Chien Rd NE, Iowa City, Iowa 52240-7820",41.724391,-91.523987,Iowa,0, ,,
291,USA.StreetAddress,M,100,A,"872 N 1402 Rd, Lawrence, Kansas, 66049",StreetAddress,872,800,872,L,N, ,1402,Rd, ,872 N 1402 Rd,Lawrence,Kansas,66049,USA,-95.339787,38.942839,-95.339787,38.942839,"872 N. 1402 Rd, Lawrence, Kansas 66049",293, Army Corps,Clinton Lake,Outdoor classroom, ,Fisheries Management and Invasive Species,Y,May - Aug,http://www.nwk.usace.army.mil/Locations/DistrictLakes/ClintonLake.aspx,Kyle Broockerd/816-389-2416/ kyle.j.broockerd@usace.army.mil,"872 N. 1402 Rd, Lawrence","872 N. 1402 Rd, Lawrence, Kansas 66049",38.942839,-95.339787,Kansas,66049, ,,
292,USA.StreetAddress,M,90.1,A,"945 Lake Rd, Council Grove, Kansas, 66846",StreetAddress,945,903,989,L, , ,Lake,Rd, ,945 Lake Rd,Council Grove,Kansas,66846,USA,-96.502724,38.67305,-96.502724,38.67305,"945 Lake Road, Council Grove, Kansas 66861",294, Army Corps,El Dorado Lake,Outdoor classroom, ,Water Safety,Y,Summer,http://www.swt.usace.army.mil/Locations/TulsaDistrictLakes/Kansas/ElDoradoLake.aspx,Amanda Palmer/9186694903/amanda.palmer@usace.army.mil,"945 Lake Road, Council Grove","945 Lake Road, Council Grove, Kansas 66861",38.67305,-96.502724,Kansas,66861, ,,
293,USA.StreetAddress,M,100,A,"544 Lake Rd, Campbellsville, Kentucky, 42718",StreetAddress,544,2,698,R, , ,Lake,Rd, ,544 Lake Rd,Campbellsville,Kentucky,42718,USA,-85.34179,37.235226,-85.34179,37.235226,"544 Lake Road, Campbellsville, Kentucky 42718",295, Army Corps,Green River Lake,Outdoor classroom and Visitor Center, ,Water Safety and Outdoor Ed,Y,Summer,http://www.lrl.usace.army.mil/Missions/CivilWorks/Recreation/Lakes/GreenRiverLake.aspx,Park Manager/270-465-4463,"544 Lake Road, Campbellsville","544 Lake Road, Campbellsville, Kentucky 42718",37.235226,-85.34179,Kentucky,42718, ,,
294,USA.StreetAddress,M,100,A,"700 Clyde Fant Pky, Shreveport, Louisiana, 71101",StreetAddress,700,810,700,L, , ,Clyde Fant,Pky, ,700 Clyde Fant Pky,Shreveport,Louisiana,71101,USA,-93.742784,32.514865,-93.742784,32.514865,"700 Clyde Fant Parkway, Shreveport, Louisiana 71101",296, Army Corps,J Bennett Johnston Waterway,Outdoor Education & Visitor Center, ,Forestry Awareness,Y with partner support,September,http://www.mvk.usace.army.mil/Missions/Recreation/JBennettJohnstonVisitorCenter.aspx,Joey Minter/ 318-422-3351/Joseph.B.Minter@usace.army.mil,"700 Clyde Fant Parkway, Shreveport","700 Clyde Fant Parkway, Shreveport, Louisiana 71101",32.514865,-93.742784,Louisiana,71101, ,,
295,USA.StreetName,M,100,A,"River Rd, Norco, Louisiana, 70079",StreetName, , , , , , ,River,Rd, ,River Rd,Norco,Louisiana,70079,USA,-90.408864,29.995096,-90.408864,29.995096,"16302 River Road, Norco, Louisiana 70079",297, Army Corps,Bonnet Carre Spillway,Outdoor Education Center, ,Outdoor Education-    Wetland Watchers Event,Y,April,http://www.mvn.usace.army.mil/Missions/Recreation/BonnetCarreSpillway.aspx,Skip Jacobs/504-491-8368/emile.h.jacobs@usace.army.mil,"16302 River Road, Norco","16302 River Road, Norco, Louisiana 70079",29.995096,-90.408864,Louisiana,70079, ,,
296,USA.StreetAddress,M,100,A,"112 Speck Ln, Port Barre, Louisiana, 70577",StreetAddress,112,198,100,R, , ,Speck,Ln, ,112 Speck Ln,Port Barre,Louisiana,70577,USA,-91.962594,30.545828,-91.962594,30.545828,"112 Speck Lane, Port Barre, Louisiana 70577",298, Army Corps,Atchafalaya Basin Floodway System - Sherburne Refuge Headquarters,Outdoor Education Center, ,Step Outside Day Event,Y,May,http://www.mvn.usace.army.mil/Missions/Recreation/AtchafalayaBasin.aspx,Steve Stone/337-351-9020/stephen.m.stone@usace.army.mil,"112 Speck Lane, Port Barre","112 Speck Lane, Port Barre, Louisiana 70577",30.545828,-91.962594,Louisiana,70577, ,,
297,USA.StreetName,M,100,A,"Ed Moffitt Dr, Sandwich, Massachusetts, 02563",StreetName, , , , , , ,Ed Moffitt,Dr, ,Ed Moffitt Dr,Sandwich,Massachusetts,2563,USA,-70.502023,41.77092,-70.502023,41.77092,"60 Ed Moffitt Drive, Sandwich, Massachusetts 2563",299, Army Corps,Cape Cod Canal,"Outdoor classroom, visitor center", ,"Water Safety/Outdoor Ed/Canal History, use, importance",Y,Year Around,http://www.nae.usace.army.mil/Missions/Recreation/CapeCodCanal.aspx,508-833-9678,"60 Ed Moffitt Drive, Sandwich","60 Ed Moffitt Drive, Sandwich, Massachusetts 2563",41.77092,-70.502023,Massachusetts,2563, ,,
298,USA.StreetAddress,M,97.31,A,"9055 1st St W, Watson, Minnesota, 56295",StreetAddress,9055,9001,9675,R, , ,1st,St,W,9055 1st St W,Watson,Minnesota,56295,USA,-95.778531,45.022043,-95.778531,45.022043,"9055 1 ST Street West, Watson, Minnesota 56295-0177",300, Army Corps,"Lac Qui Parle Lakes, Minnesota River",Lake, ,Water Safety,Y,July/August,http://www.mvp.usace.army.mil/Missions/Recreation/LacquiParle.aspx,Randy Melby/320-269-6303/randy.d.melby@usace.army.mil,"9055 1 ST Street West, Watson","9055 1 ST Street West, Watson, Minnesota 56295-0177",45.022043,-95.778531,Minnesota,0, ,,
299,USA.StreetName,T,94.63,A,"MS 315, Sardis, Mississippi, 38666",StreetName, , , , , ,MS,315, , ,MS 315,Sardis,Mississippi,38666,USA,-89.932405,34.4371,-89.932405,34.4371,"2400 Highway 315 Scenic Route, Sardis, Mississippi 38666",301, Army Corps,Sardis Lake,Outdoor Classroom, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.mvk.usace.army.mil/Missions/Recreation/SardisLake.aspx,Chris Hannaford/662-563-4571/christopher.j.hannaford@usace.army.mil,"2400 Highway 315 Scenic Route, Sardis","2400 Highway 315 Scenic Route, Sardis, Mississippi 38666",34.4371,-89.932405,Mississippi,38666, ,,
300,USA.Postal,M,100,A,"38927, Enid, Mississippi",Postal, , , , , , , , , , ,Enid,Mississippi,38927,USA,-90.012609,34.139084,-90.012609,34.139084,"264 County Road 39, Enid, Mississippi 38927",302, Army Corps,Enid Lake,Outdoor Classroom, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.mvk.usace.army.mil/Missions/Recreation/EnidLake.aspx,Chris Gurner/662-712-1163/chris.r.gurner@usace.army.mil,"264 County Road 39, Enid","264 County Road 39, Enid, Mississippi 38927",34.139084,-90.012609,Mississippi,38927, ,,
301,USA.StreetName,M,100,A,"Scenic Loop 333, Grenada, Mississippi, 38901",StreetName, , , , , , ,Scenic Loop 333, , ,Scenic Loop 333,Grenada,Mississippi,38901,USA,-89.7771,33.837805,-89.7771,33.837805,"2202 Scenic Loop 333, Grenada, Mississippi 38901",303, Army Corps,Grenada Lake,Outdoor Classroom, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.mvk.usace.army.mil/Missions/Recreation/GrenadaLake.aspx,Artie Hoff /662-227-0237 /Arthur.S.Hoff@usace.army.mil,"2202 Scenic Loop 333, Grenada","2202 Scenic Loop 333, Grenada, Mississippi 38901",33.837805,-89.7771,Mississippi,38901, ,,
302,USA.StreetAddress,M,100,A,"3905 Arkabutla Dam Rd, Coldwater, Mississippi, 38618",StreetAddress,3905,3301,3999,L, , ,Arkabutla Dam,Rd, ,3905 Arkabutla Dam Rd,Coldwater,Mississippi,38618,USA,-90.13057,34.750356,-90.13057,34.750356,"3905 Arkabutla Dam Road, Coldwater, Mississippi 38618-9737",304, Army Corps,Arkabutla Lake,Outdoor Classroom, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.mvk.usace.army.mil/Missions/Recreation/ArkabutlaLake.aspx,Jamie Richmond/662-301-4571/Jamie.a.richmond@usace.army.mil,"3905 Arkabutla Dam Road, Coldwater","3905 Arkabutla Dam Road, Coldwater, Mississippi 38618-9737",34.750356,-90.13057,Mississippi,0, ,,
303,USA.StreetAddress,M,100,A,"10992 Highway T, Wappapello, Missouri, 63966",StreetAddress,10992,10900,10998,R, ,Highway,T, , ,10992 Highway T,Wappapello,Missouri,63966,USA,-90.286274,36.922487,-90.286274,36.922487,"10992 Highway T, Wappapello, Missouri 63966-9603",305, Army Corps,Wappapello Lake,Fishing pier and pond, ,Annual Kids Fun Day (Fishing Derby),Y,June,http://www.mvs.usace.army.mil/Missions/Recreation/WappapelloLake.aspx,Andrew Jefferson/573-222-8562/Andrew.Jefferson@usace.army.mil,"10992 Highway T, Wappapello","10992 Highway T, Wappapello, Missouri 63966-9603",36.922487,-90.286274,Missouri,0, ,,
304,USA.StreetAddress,M,100,A,"20642 Highway J, Monroe City, Missouri, 63456",StreetAddress,20642,20699,20642,R, ,Highway,J, , ,20642 Highway J,Monroe City,Missouri,63456,USA,-91.647181,39.533442,-91.647181,39.533442,"20642 Hwy J, Monroe City, Missouri 63456",306, Army Corps,Clarence Cannon Dam and Mark Twain Lake,"Visitor Center, Outdoor Classroom, Trail", ,Annual Antler Shed Hunt for Youth,"Y, Interpreter",February,http://www.mvs.usace.army.mil/Missions/Recreation/MarkTwainLake.aspx,Mary Heitmeyer/573-735-4097/Mary.A.Heitmeyer@usace.army.mil,"20642 Hwy J, Monroe City","20642 Hwy J, Monroe City, Missouri 63456",39.533442,-91.647181,Missouri,63456, ,,
305,USA.StreetAddress,M,100,A,"15968 Truman Rd, Warsaw, Missouri, 65355",StreetAddress,15968,15998,15860,L, , ,Truman,Rd, ,15968 Truman Rd,Warsaw,Missouri,65355,USA,-93.411793,38.25999,-93.411793,38.25999,"15968 Truman Road, Warsaw, Missouri 65355",307, Army Corps,H.S. Truman,"Visitor Center., Outdoor Classroom", ,Senstive Species; Clean Energy; habitat mgt,Y,May - Aug,http://www.nwk.usace.army.mil/Locations/DistrictLakes/HarrySTrumanLake.aspx,Erin Cordrey/816-389-3810/erin.l.cordrey@usace.army.mil,"15968 Truman Road, Warsaw","15968 Truman Road, Warsaw, Missouri 65355",38.25999,-93.411793,Missouri,65355, ,,
306,USA.StreetAddress,M,100,A,"4600 MO 165, Branson, Missouri, 65616",StreetAddress,4600,4650,4600,L, ,MO,165, , ,4600 MO 165,Branson,Missouri,65616,USA,-93.314011,36.591817,-93.314011,36.591817,"4600 State Highway 165, Branson, Missouri 65616-8980",308, Army Corps,Table Rock Lake,Visitor Center and Outdoor Classroom, ,"hydropower, clean energy,  endangered species, habitat management, water safety",Y,Year Around,http://www.swl.usace.army.mil/Missions/Recreation/Lakes/TableRockLake.aspx,(501) 340-1950,"4600 State Highway 165, Branson","4600 State Highway 165, Branson, Missouri 65616-8980",36.591817,-93.314011,Missouri,0, ,,
307,USA.StreetAddress,M,100,A,"17877 MT 37, Libby, Montana, 59923",StreetAddress,17877,17741,18971,L, ,MT,37, , ,17877 MT 37,Libby,Montana,59923,USA,-115.287344,48.433964,-115.287344,48.433964,"17877 Highway 37, Libby, Montana 59923-7828",309, Army Corps,Libby Dam,"Visitor Center., Outdoor Classroom", ,"Endangered Species, clean energy, clean water, habitat mgt",Y,"June,-August",http://www.nws.usace.army.mil/Missions/CivilWorks/LocksandDams/LibbyDam.aspx,(406) 293-7751,"17877 Highway 37, Libby","17877 Highway 37, Libby, Montana 59923-7828",48.433964,-115.287344,Montana,0, ,,
308,USA.StreetAddress,M,100,A,"2097 Maple St, Contoocook, New Hampshire, 03229",StreetAddress,2097,2099,1981,R, , ,Maple,St, ,2097 Maple St,Contoocook,New Hampshire,3229,USA,-71.749039,43.188169,-71.749039,43.188169,"2097 Maple Street, Contoocook, New Hampshire 3229",310, Army Corps,Hopkinton Everett Lakes,Outdoor classroom/Visitor Center, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.nae.usace.army.mil/Missions/Recreation/HopkintonEverettLake.aspx, ,"2097 Maple Street, Contoocook","2097 Maple Street, Contoocook, New Hampshire 3229",43.188169,-71.749039,New Hampshire,3229, ,,
309,USA.PostalExt,M,100,A,88416-1008,PostalExt, , , , , , , , , , ,Conchas,New Mexico,88416,USA,-103.724842,35.177811,-103.724842,35.177811,"287 Bell Ranch Road, Conchas, New Mexico 88416-1008",311, Army Corps,Conchas,Outdoor Classroom, ,Water Safety and Outdoor Ed,Y,Summer,http://www.spa.usace.army.mil/Missions/CivilWorks/Recreation/ConchasLake.aspx,575.868.2221,"287 Bell Ranch Road, Conchas","287 Bell Ranch Road, Conchas, New Mexico 88416-1008",35.177811,-103.724842,New Mexico,0, ,,
310,USA.StreetAddress,M,100,A,"6103 Visitor Center Rd, Mt Morris, Town of, New York, 14510",StreetAddress,6103,6103,6101,L, , ,Visitor Center,Rd, ,6103 Visitor Center Rd,"Mt Morris, Town of",New York,14510,USA,-77.905615,42.729954,-77.905615,42.729954,"6103 Visitor Center Road, New York 14510",312, Army Corps,Mt. Morris Dam,Outdoor classroom and Visitor Center, ,Water Safety and Outdoor Ed,Y,Summer,http://www.lrb.usace.army.mil/Missions/Recreation/MountMorrisDam.aspx,"Steve Winslow, Park Manager/585-658-4790/stephen.e.winslow@usace.army.mil",6103 Visitor Center Road,"6103 Visitor Center Road, New York 14510",42.729954,-77.905615,New York,14510, ,,
311,USA.StreetAddress,M,100,A,"499 Reservoir Rd, Wilkesboro, North Carolina, 28697",StreetAddress,499,489,565,L, , ,Reservoir,Rd, ,499 Reservoir Rd,Wilkesboro,North Carolina,28697,USA,-81.22587,36.130045,-81.22587,36.130045,"499 Reservoir Road, Wilkesboro, North Carolina 28697",313, Army Corps,W. Kerr Scott Lake,"Visitor Center, Environmental Education Center,  Outdoor Classroom, Trails,  Native Tree Trail", ,Hands-On Environmental Education and Water Safety Programs,"Y, Interpreter, Natural Resource Specialists, Partners, Volunteers",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/WKerrScott.aspx,Scott Graham/336-921-3390/scott.t.graham@usace.army.mil,"499 Reservoir Road, Wilkesboro","499 Reservoir Road, Wilkesboro, North Carolina 28697",36.130045,-81.22587,North Carolina,28697, ,,
312,USA.StreetAddress,M,100,A,"2080 Jordan Dam Rd, Moncure, North Carolina, 27559",StreetAddress,2080,2062,2098,R, , ,Jordan Dam,Rd, ,2080 Jordan Dam Rd,Moncure,North Carolina,27559,USA,-79.071994,35.653676,-79.071994,35.653676,"2080 Jordan Dam Road, Moncure, North Carolina 27559",314, Army Corps,B. Everett Jordan Dam and Lake,"Visitor Center, Outdoor Classroom, Trails, Native Wildflowers, Herpetology Pond", ,Hands-On Environmental Education and Water Safety Programs,"Y, Interpreter, Natural Resource Specialists, Partners",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/BEverettJordan.aspx,Stacee Henderson/919-846-9332 x232 or 919-542-4501 x35/stacee.l.henderson@usace.army.mil,"2080 Jordan Dam Road, Moncure","2080 Jordan Dam Road, Moncure, North Carolina 27559",35.653676,-79.071994,North Carolina,27559, ,,
313,USA.StreetAddress,M,90.1,A,"11405 Falls of Neuse Rd, Wake Forest, North Carolina, 27587",StreetAddress,11405,11401,11417,L, , ,Falls of Neuse,Rd, ,11405 Falls of Neuse Rd,Wake Forest,North Carolina,27587,USA,-78.586504,35.928963,-78.586504,35.928963,"11405_Falls_of Neuse Road, Wake Forest, North Carolina 27614",315, Army Corps,Falls Lake,"Visitor Center, Outdoor Classroom, Trails, Native Wildflowers, Small Herpetology Pond", ,Hands-On Environmental Education and Water Safety Programs,"Y, Interpreter, Natural Resource Specialists, Partners",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/FallsLake.aspx,Stacee Henderson/919-846-9332 x232/stacee.l.henderson@usace.army.mil,"11405_Falls_of Neuse Road, Wake Forest","11405_Falls_of Neuse Road, Wake Forest, North Carolina 27614",35.928963,-78.586504,North Carolina,27614, ,,
314,USA.StreetAddress,M,88.58,A,"645 Lock Rd, Elizabethtown, North Carolina, 28337",StreetAddress,645,201,799,L, , ,Lock,Rd, ,645 Lock Rd,Elizabethtown,North Carolina,28337,USA,-78.57946,34.622289,-78.57946,34.622289,"645 Lock #2 Road, Elizabethtown, North Carolina 28337",316, Army Corps,Cape Fear Locks & Dams,"Small Visitor Area, Outdoor Classroom, Trail, Rain Garden", ,Hands-On Environmental Education and Water Safety Programs,"Y,  Natural Resource Specialist, Partners",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/CapeFearLocksandDams.aspx,Tom Charles/910-655-2605/thomas.p.charles@usace.army.mil,"645 Lock #2 Road, Elizabethtown","645 Lock #2 Road, Elizabethtown, North Carolina 28337",34.622289,-78.57946,North Carolina,28337, ,,
315,USA.StreetAddress,M,100,A,"2630 114th Ave SE, Valley City, North Dakota, 58072",StreetAddress,2630,2642,2600,R, , ,114th,Ave,SE,2630 114th Ave SE,Valley City,North Dakota,58072,USA,-98.086365,47.035049,-98.086365,47.035049,"2630 114th Ave. SE, Valley City, North Dakota 58072-9795",317, Army Corps,Lake Ashtabula and Baldhill Dam,Outdoor classroom, ,Outdoor Education,Y,April,http://www.mvp.usace.army.mil/Missions/Recreation/LakeAshtabulaBaldhillDam.aspx,Scott Tichy/701-845-2970/scott.c.tichy@usace.army.mil,"2630 114th Ave. SE, Valley City","2630 114th Ave. SE, Valley City, North Dakota 58072-9795",47.035049,-98.086365,North Dakota,0, ,,
316,USA.Postal,M,100,A,"58565, Riverdale, North Dakota",Postal, , , , , , , , , , ,Riverdale,North Dakota,58565,USA,-101.369398,47.49746,-101.369398,47.49746,"597 Garrison Dam Rd, Riverdale, North Dakota 58565",318, Army Corps,Garrison,Outdoor classroom, ,Flood control,y,June-Aug,http://www.nwo.usace.army.mil/Missions/DamandLakeProjects/MissouriRiverDams/Garrison.aspx, ,"597 Garrison Dam Rd, Riverdale","597 Garrison Dam Rd, Riverdale, North Dakota 58565",47.49746,-101.369398,North Dakota,58565, ,,
